class	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"OTU_538"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Paucimonas"	NA
"OTU_539"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rubellimicrobium"	NA
"OTU_540"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Brachymonas"	NA
"OTU_541"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	NA
"OTU_542"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	NA	NA	NA
"OTU_543"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Microbacterium"	NA
"OTU_544"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_545"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_546"	"Bacteria"	"Gemmatimonadetes"	"Longimicrobia"	"Longimicrobiales"	"Longimicrobiaceae"	NA	NA
"OTU_547"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Rhizobium"	NA
"OTU_548"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_549"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_550"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Dongia"	NA
"OTU_551"	"Bacteria"	"Chloroflexi"	"Caldilineae"	"Caldilineales"	"Caldilineaceae"	NA	NA
"OTU_552"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_553"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_554"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_555"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_556"	"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Planctomycetales"	"Planctomycetaceae"	"Pir4_lineage"	NA
"OTU_557"	"Bacteria"	"Gemmatimonadetes"	"S0134_terrestrial_group"	NA	NA	NA	NA
"OTU_558"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_559"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA
"OTU_560"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_561"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_562"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Hyphomicrobiaceae"	"Devosia"	NA
"OTU_563"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_564"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_565"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Methylibium"	NA
"OTU_566"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Amaricoccus"	NA
"OTU_567"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Skermanella"	NA
"OTU_568"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_569"	"Bacteria"	"Chloroflexi"	"TK10"	NA	NA	NA	NA
"OTU_570"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_571"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Methylophilales"	"Methylophilaceae"	"Methylobacillus"	NA
"OTU_572"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	NA	NA
"OTU_573"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Pseudonocardiales"	"Pseudonocardiaceae"	"Lechevalieria"	NA
"OTU_574"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Rhizobacter"	NA
"OTU_575"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_576"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Nitrosomonadales"	"Nitrosomonadaceae"	NA	NA
"OTU_577"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_578"	"Bacteria"	"Acidobacteria"	"Solibacteres"	"Solibacterales"	"Solibacteraceae_(Subgroup_3)"	"Bryobacter"	NA
"OTU_579"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_580"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_581"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Ohtaekwangia"	NA
"OTU_582"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"MSB-1E8"	NA	NA
"OTU_583"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_584"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	NA	NA
"OTU_585"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Xanthobacteraceae"	NA	NA
"OTU_586"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_587"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_588"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"SC-I-84"	NA	NA	NA
"OTU_589"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Mycobacteriaceae"	"Mycobacterium"	NA
"OTU_590"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	NA
"OTU_591"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	NA
"OTU_592"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Agromyces"	NA
"OTU_593"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_594"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Nitrosomonadales"	"Nitrosomonadaceae"	NA	NA
"OTU_595"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_596"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Phenylobacterium"	NA
"OTU_597"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_598"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_599"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_600"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_601"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_602"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_603"	"Bacteria"	"Actinobacteria"	"Thermoleophilia"	"Gaiellales"	"Gaiellaceae"	"Gaiella"	NA
"OTU_604"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Actinoplanes"	NA
"OTU_605"	"Bacteria"	"Chloroflexi"	"Thermomicrobia"	"JG30-KF-CM45"	NA	NA	NA
"OTU_606"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_607"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Parafilimonas"	NA
"OTU_608"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_609"	"Bacteria"	"Chloroflexi"	"Thermomicrobia"	"JG30-KF-CM45"	NA	NA	NA
"OTU_610"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_611"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_612"	"Bacteria"	"Actinobacteria"	"Thermoleophilia"	"Solirubrobacterales"	"Elev-16S-1332"	NA	NA
"OTU_613"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_614"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_615"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	NA	NA
"OTU_616"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	NA
"OTU_617"	"Bacteria"	"Chloroflexi"	"TK10"	NA	NA	NA	NA
"OTU_618"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Mycobacteriaceae"	"Mycobacterium"	NA
"OTU_619"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_620"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Lacibacter"	NA
"OTU_621"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	NA
"OTU_622"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Arenimonas"	NA
"OTU_623"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_624"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_625"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_626"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_627"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_628"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_629"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_630"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae_(Subgroup_4)"	"RB41"	NA
"OTU_631"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_632"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_633"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_634"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Arthrobacter"	NA
"OTU_635"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_636"	"Bacteria"	"Acidobacteria"	"Holophagae"	"Subgroup_10"	"ABS-19"	NA	NA
"OTU_637"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	NA	NA
"OTU_638"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Haliangiaceae"	"Haliangium"	NA
"OTU_639"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_640"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"Iamiaceae"	"Iamia"	NA
"OTU_641"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Pseudarthrobacter"	NA
"OTU_642"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"DUNssu044"	NA	NA
"OTU_643"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_644"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_645"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_646"	"Bacteria"	"Actinobacteria"	"Thermoleophilia"	"Gaiellales"	"Gaiellaceae"	"Gaiella"	NA
"OTU_647"	"Bacteria"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadales"	"Gemmatimonadaceae"	NA	NA
"OTU_648"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Hyphomicrobiaceae"	"Hyphomicrobium"	NA
"OTU_649"	"Bacteria"	"Gemmatimonadetes"	"Longimicrobia"	"Longimicrobiales"	"Longimicrobiaceae"	NA	NA
"OTU_650"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_651"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_652"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Noviherbaspirillum"	NA
"OTU_653"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Frankiales"	"Sporichthyaceae"	NA	NA
"OTU_654"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Cellulomonadaceae"	"Cellulomonas"	NA
"OTU_655"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	NA
"OTU_656"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_657"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_658"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_659"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_660"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Chryseolinea"	NA
"OTU_661"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_662"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	NA
"OTU_663"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Lysobacter"	NA
"OTU_664"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_665"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_666"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_667"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_668"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_669"	"Bacteria"	"TM6_(Dependentiae)"	NA	NA	NA	NA	NA
"OTU_670"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	NA
"OTU_671"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	NA	NA	NA
"OTU_672"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_673"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_674"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_675"	"Bacteria"	"Saccharibacteria"	NA	NA	NA	NA	NA
"OTU_676"	"Bacteria"	"Saccharibacteria"	NA	NA	NA	NA	NA
"OTU_677"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Flavisolibacter"	NA
"OTU_678"	"Bacteria"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadales"	"Gemmatimonadaceae"	NA	NA
"OTU_679"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_680"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_681"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Parafilimonas"	NA
"OTU_682"	"Bacteria"	"Actinobacteria"	"Nitriliruptoria"	"Euzebyales"	"Euzebyaceae"	NA	NA
"OTU_683"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae_(Subgroup_4)"	"RB41"	NA
"OTU_684"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Adhaeribacter"	NA
"OTU_685"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_686"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_687"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Microbacterium"	NA
"OTU_688"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_689"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Nitrosomonadales"	"Nitrosomonadaceae"	NA	NA
"OTU_690"	"Bacteria"	"Actinobacteria"	"MB-A2-108"	NA	NA	NA	NA
"OTU_691"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Skermanella"	NA
"OTU_692"	"Bacteria"	"Gemmatimonadetes"	"S0134_terrestrial_group"	NA	NA	NA	NA
"OTU_693"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Ohtaekwangia"	NA
"OTU_694"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_695"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	NA
"OTU_696"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_697"	"Bacteria"	"Actinobacteria"	"TakashiAC-B11"	NA	NA	NA	NA
"OTU_698"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_699"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_700"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_701"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Mycetocola"	NA
"OTU_702"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_703"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_704"	"Bacteria"	"Gemmatimonadetes"	"Longimicrobia"	"Longimicrobiales"	"Longimicrobiaceae"	NA	NA
"OTU_705"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_706"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingobium"	NA
"OTU_707"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_708"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_709"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_710"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_711"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_712"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_713"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Kineosporiales"	"Kineosporiaceae"	"Quadrisphaera"	NA
"OTU_714"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_715"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	NA
"OTU_716"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"	NA
"OTU_717"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Methylibium"	NA
"OTU_718"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_719"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_720"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_721"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_722"	"Bacteria"	"Actinobacteria"	"Thermoleophilia"	"Gaiellales"	"Gaiellaceae"	"Gaiella"	NA
"OTU_723"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Frankiales"	"Sporichthyaceae"	NA	NA
"OTU_724"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_725"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"BIrii41"	NA	NA
"OTU_726"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_727"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_728"	"Bacteria"	"Actinobacteria"	"Thermoleophilia"	"Solirubrobacterales"	"288-2"	NA	NA
"OTU_729"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"DUNssu044"	NA	NA
"OTU_730"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_731"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Terrimonas"	NA
"OTU_732"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	NA
"OTU_733"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_734"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Pseudarthrobacter"	NA
"OTU_735"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"Roseiflexus"	NA
"OTU_736"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	NA
"OTU_737"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_738"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_739"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_740"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_741"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_742"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Aquabacterium"	NA
"OTU_743"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_744"	"Bacteria"	"Actinobacteria"	"MB-A2-108"	NA	NA	NA	NA
"OTU_745"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	NA
"OTU_746"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_747"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_748"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"SC-I-84"	NA	NA	NA
"OTU_749"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_750"	"Bacteria"	"Actinobacteria"	"Rubrobacteria"	"Rubrobacterales"	"Rubrobacteriaceae"	"Rubrobacter"	NA
"OTU_751"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_752"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_753"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Methylobacteriaceae"	"Microvirga"	NA
"OTU_754"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_755"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_756"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Nitrosomonadales"	"Nitrosomonadaceae"	NA	NA
"OTU_757"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	NA	NA	NA
"OTU_758"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_759"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_760"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Kitasatospora"	NA
"OTU_761"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"SC-I-84"	NA	NA	NA
"OTU_762"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Rhodocyclales"	"Rhodocyclaceae"	"Thauera"	NA
"OTU_763"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_764"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_765"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Pseudonocardiales"	"Pseudonocardiaceae"	"Actinomycetospora"	NA
"OTU_766"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	NA	NA	NA
"OTU_767"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_768"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Lacibacter"	NA
"OTU_769"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	NA	NA
"OTU_770"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_771"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_772"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_773"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Mycetocola"	NA
"OTU_774"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_775"	"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Planctomycetales"	"Planctomycetaceae"	"Pirellula"	NA
"OTU_776"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Rhodocytophaga"	NA
"OTU_777"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_778"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_779"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Frankiales"	"Sporichthyaceae"	NA	NA
"OTU_780"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_781"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_782"	"Bacteria"	"Chloroflexi"	"Thermomicrobia"	"JG30-KF-CM45"	NA	NA	NA
"OTU_783"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_784"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_785"	"Bacteria"	"Actinobacteria"	"Thermoleophilia"	"Solirubrobacterales"	"Solirubrobacteraceae"	"Solirubrobacter"	NA
"OTU_786"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_787"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	NA	NA	NA
"OTU_788"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_789"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_790"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Bradyrhizobiaceae"	"Bradyrhizobium"	NA
"OTU_791"	"Bacteria"	"Chloroflexi"	"KD4-96"	NA	NA	NA	NA
"OTU_792"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_793"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_794"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_795"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Ohtaekwangia"	NA
"OTU_796"	"Bacteria"	"Actinobacteria"	"Rubrobacteria"	"Rubrobacterales"	"Rubrobacteriaceae"	"Rubrobacter"	NA
"OTU_797"	"Bacteria"	"Nitrospirae"	"Nitrospira"	"Nitrospirales"	"Nitrospiraceae"	"Nitrospira"	NA
"OTU_798"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Novosphingobium"	NA
"OTU_799"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	"Microlunatus"	NA
"OTU_800"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	NA
"OTU_801"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Rhodocyclales"	"Rhodocyclaceae"	"Azovibrio"	NA
"OTU_802"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_803"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Marmoricola"	NA
"OTU_804"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_805"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_806"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_807"	"Eukaryota"	NA	NA	NA	NA	NA	NA
